id_colaborador,matricula,nome_colaborador,sexo,data_nascimento,data_admissao,data_desligamento,status_colaborador,tipo_desligamento,id_area,id_cargo,id_gestor,id_unidade
767,MAT00767,Isabel Aragão,Masculino,1971-11-26,2020-06-29,,Ativo,,3,2,61,15
768,MAT00768,Noah Farias,Feminino,1973-05-28,2022-01-08,,Ativo,,6,6,22,14
769,MAT00769,Sra. Beatriz Rodrigues,Feminino,1970-03-10,2025-05-17,,Ativo,,4,2,13,8
770,MAT00770,André Novaes,Feminino,1989-12-26,2019-06-09,2025-12-13,Desligado,Voluntário,5,4,24,11
771,MAT00771,Nicolas Rezende,Feminino,2000-04-12,2021-10-06,,Ativo,,5,6,29,12
772,MAT00772,Pietra Rezende,Feminino,1979-06-12,2021-06-11,2023-02-24,Desligado,Involuntário,1,1,75,5
773,MAT00773,João Pedro Duarte,Feminino,1998-08-02,2023-03-15,,Ativo,,2,1,75,10
774,MAT00774,Bento Vargas,Feminino,2001-08-07,2024-12-17,2025-11-28,Desligado,Voluntário,4,3,16,14
775,MAT00775,Igor Nascimento,Feminino,1972-05-14,2022-04-13,,Ativo,,1,4,7,14
776,MAT00776,Dra. Ana Carolina Cavalcanti,Masculino,1997-04-11,2019-09-10,,Ativo,,3,4,53,10
777,MAT00777,Emanuelly Andrade,Feminino,1996-06-28,2023-02-18,,Ativo,,5,4,24,13
778,MAT00778,Sabrina Cirino,Feminino,1974-06-21,2018-11-28,,Ativo,,7,3,23,6
779,MAT00779,Sra. Ana Carolina Albuquerque,Feminino,2002-01-15,2025-02-11,,Ativo,,4,2,36,4
780,MAT00780,Cauê Farias,Masculino,1969-03-16,2019-11-22,,Ativo,,5,4,12,3
781,MAT00781,Rafael Ramos,Feminino,1978-11-14,2024-11-21,,Ativo,,1,2,52,7
782,MAT00782,Valentina Monteiro,Feminino,1981-01-02,2023-05-10,,Ativo,,6,2,69,4
783,MAT00783,Thiago Martins,Feminino,2005-06-25,2022-03-09,,Ativo,,4,5,68,4
784,MAT00784,Gael Camargo,Masculino,2005-11-24,2018-03-15,,Ativo,,5,5,32,4
785,MAT00785,Sr. Raul Ramos,Masculino,1986-03-04,2021-11-11,,Ativo,,7,2,50,9
786,MAT00786,Francisco Albuquerque,Masculino,1986-03-03,2024-08-08,,Ativo,,3,2,6,5
787,MAT00787,Sra. Laís Nunes,Masculino,1976-12-17,2021-04-06,,Ativo,,3,2,77,9
788,MAT00788,Evelyn Cavalcanti,Feminino,1978-11-05,2021-10-15,2023-12-15,Desligado,Involuntário,7,1,63,6
789,MAT00789,Maria Luiza Lima,Feminino,1995-07-01,2020-02-11,2022-12-02,Desligado,Voluntário,4,7,29,12
790,MAT00790,Lunna Borges,Masculino,1992-12-01,2019-06-22,,Ativo,,2,3,76,9
791,MAT00791,Aylla Cirino,Feminino,1998-06-23,2019-11-24,,Ativo,,4,3,5,7
792,MAT00792,Rhavi Duarte,Feminino,1989-09-20,2025-03-07,,Ativo,,2,1,7,10
793,MAT00793,André da Luz,Feminino,1999-11-27,2018-07-16,,Ativo,,5,5,3,1
794,MAT00794,Isabela Machado,Feminino,1979-08-13,2019-04-20,,Ativo,,1,3,16,9
795,MAT00795,Lucas da Rosa,Feminino,1975-12-05,2020-11-01,,Ativo,,6,5,27,12
796,MAT00796,Alexia da Luz,Masculino,2005-05-14,2025-01-25,,Ativo,,6,4,13,11
797,MAT00797,Maria Cecília Sales,Masculino,1988-10-20,2023-11-02,,Ativo,,6,4,18,7
798,MAT00798,Bento Rios,Feminino,1973-12-20,2019-03-06,,Ativo,,4,5,16,5
799,MAT00799,Ravi Lucca das Neves,Masculino,1999-08-07,2019-04-12,,Ativo,,7,3,78,4
800,MAT00800,Nathan Rodrigues,Feminino,1972-04-12,2020-12-13,,Ativo,,4,5,53,5
801,MAT00801,Luana Sales,Masculino,2003-09-16,2019-10-19,,Ativo,,4,2,27,12
802,MAT00802,Juan Freitas,Feminino,1984-04-01,2023-05-23,,Ativo,,2,1,2,11
803,MAT00803,Hellena Câmara,Feminino,1998-10-22,2018-12-31,,Ativo,,1,2,64,3
804,MAT00804,Rhavi Cassiano,Feminino,1973-02-24,2019-01-04,,Ativo,,1,1,13,15
805,MAT00805,Maria Fernanda Leão,Feminino,1991-08-10,2020-11-14,,Ativo,,6,5,34,8
806,MAT00806,Dra. Olivia Sá,Masculino,1999-03-28,2018-07-25,,Ativo,,5,4,6,14
807,MAT00807,Helena Teixeira,Feminino,1982-11-11,2021-04-05,2023-11-23,Desligado,Involuntário,2,2,15,2
808,MAT00808,Bruno Moura,Masculino,2005-03-22,2018-07-07,,Ativo,,4,3,22,6
809,MAT00809,Vitória Santos,Feminino,1977-10-09,2022-01-04,,Ativo,,6,5,12,6
810,MAT00810,Sr. Daniel Araújo,Feminino,1994-02-13,2021-11-04,,Ativo,,5,4,52,8
811,MAT00811,Sofia Costa,Feminino,1981-12-28,2021-01-18,,Ativo,,2,1,62,13
812,MAT00812,Zoe Cassiano,Feminino,1995-02-05,2022-09-24,,Ativo,,4,2,8,14
813,MAT00813,Luan Moreira,Masculino,1999-07-19,2019-10-15,,Ativo,,7,4,62,13
814,MAT00814,Bruna Rodrigues,Feminino,1977-03-20,2024-05-19,,Ativo,,8,6,49,13
815,MAT00815,Samuel Borges,Feminino,2004-11-27,2022-01-08,2022-12-31,Desligado,Involuntário,4,2,62,15
816,MAT00816,Melissa Araújo,Masculino,1998-07-15,2023-06-23,,Ativo,,5,6,6,2
817,MAT00817,Caroline Moraes,Feminino,1985-01-23,2020-12-07,,Ativo,,2,1,68,13
818,MAT00818,Mirella Nunes,Feminino,1969-04-22,2024-06-19,,Ativo,,1,2,44,9
819,MAT00819,Ravi Rocha,Feminino,1999-07-22,2023-11-13,,Ativo,,2,3,32,8
820,MAT00820,Antônio Gonçalves,Feminino,1981-03-27,2021-11-17,,Ativo,,6,4,72,15
821,MAT00821,Alexandre Souza,Masculino,2002-01-21,2024-11-15,,Ativo,,6,4,21,9
822,MAT00822,Brayan Aparecida,Masculino,1974-03-03,2023-04-07,,Ativo,,7,2,63,6
823,MAT00823,Manuella Sampaio,Feminino,1984-05-02,2020-09-13,,Ativo,,5,5,65,4
824,MAT00824,Vitor Hugo Araújo,Masculino,1981-07-27,2024-03-04,,Ativo,,2,2,31,2
825,MAT00825,Ravy Andrade,Masculino,1977-10-15,2023-02-24,2023-08-23,Desligado,Involuntário,2,2,64,8
826,MAT00826,Nicolas Cirino,Masculino,1998-08-24,2021-07-18,,Ativo,,5,6,3,2
827,MAT00827,Otto Freitas,Masculino,1979-01-18,2022-07-11,,Ativo,,1,2,71,1
828,MAT00828,Melissa Garcia,Masculino,1967-10-21,2019-01-08,2022-09-06,Desligado,Voluntário,2,4,66,9
829,MAT00829,Anna Liz Rodrigues,Feminino,1976-06-12,2020-04-27,,Ativo,,5,5,7,14
830,MAT00830,Ágatha Carvalho,Masculino,1976-06-18,2020-07-02,,Ativo,,4,4,80,10
831,MAT00831,Marcela Campos,Feminino,1982-12-15,2023-04-22,,Ativo,,3,5,15,2
832,MAT00832,Vitor Gabriel Gonçalves,Masculino,1991-01-11,2025-05-22,,Ativo,,1,3,46,14
833,MAT00833,Carolina Siqueira,Feminino,1987-09-17,2025-02-08,,Ativo,,6,6,48,12
834,MAT00834,Alexandre Sá,Feminino,2003-03-16,2019-03-12,2021-01-05,Desligado,Voluntário,3,4,53,2
835,MAT00835,Kaique Martins,Feminino,1993-04-04,2020-11-07,,Ativo,,7,2,51,4
836,MAT00836,Ísis Lima,Feminino,1993-12-11,2023-02-16,,Ativo,,1,1,14,13
837,MAT00837,Maria Helena da Conceição,Masculino,2003-11-27,2022-08-25,,Ativo,,4,6,76,2
838,MAT00838,Raul Ferreira,Feminino,1976-11-19,2023-01-20,,Ativo,,1,4,65,3
839,MAT00839,João Guilherme Correia,Masculino,2005-09-24,2023-08-06,,Ativo,,5,4,7,9
840,MAT00840,Srta. Ana Beatriz Ribeiro,Masculino,1968-08-17,2022-11-08,,Ativo,,1,4,23,12
841,MAT00841,Allana da Costa,Feminino,1994-12-27,2024-06-27,2024-11-29,Desligado,Voluntário,3,6,14,7
842,MAT00842,Bernardo Brito,Masculino,1967-10-11,2025-05-17,,Ativo,,8,6,65,15
843,MAT00843,Ana Beatriz Machado,Feminino,1979-10-23,2022-04-25,2023-12-14,Desligado,Voluntário,1,2,36,7
844,MAT00844,Ana Julia da Cruz,Feminino,1987-08-26,2021-11-05,2022-11-03,Desligado,Voluntário,3,3,18,7
845,MAT00845,Srta. Maria Liz Macedo,Feminino,1973-05-27,2024-10-03,,Ativo,,8,5,71,14
846,MAT00846,Vitor Hugo Cunha,Feminino,1970-11-07,2021-07-09,,Ativo,,2,3,26,4
847,MAT00847,Davi Miguel Montenegro,Feminino,1987-11-12,2024-12-31,,Ativo,,2,1,17,12
848,MAT00848,Igor Siqueira,Masculino,1994-09-18,2025-04-16,,Ativo,,5,3,42,12
849,MAT00849,Luiza Oliveira,Feminino,1983-09-16,2019-04-18,,Ativo,,1,2,75,10
850,MAT00850,Luna da Costa,Feminino,1979-11-24,2025-06-25,,Ativo,,1,2,69,5
851,MAT00851,Diego Ribeiro,Feminino,2005-09-04,2022-09-27,,Ativo,,6,2,4,7
852,MAT00852,Hellena Jesus,Feminino,2002-11-02,2019-08-19,,Ativo,,1,3,26,5
853,MAT00853,João Guilherme Araújo,Masculino,1987-11-09,2019-10-22,,Ativo,,1,2,19,14
854,MAT00854,Emanuella Pires,Masculino,1987-04-25,2018-09-12,,Ativo,,1,2,70,1
855,MAT00855,Mariane Novais,Masculino,1977-02-20,2022-01-09,,Ativo,,4,5,72,14
856,MAT00856,Ana Julia Ferreira,Masculino,1970-07-08,2020-07-07,,Ativo,,2,2,66,13
857,MAT00857,Maria Helena Viana,Masculino,2002-07-13,2021-03-24,2023-10-23,Desligado,Voluntário,7,2,41,9
858,MAT00858,Luiza Sampaio,Feminino,2005-12-09,2018-08-09,,Ativo,,3,4,26,10
859,MAT00859,Maria Luísa Cassiano,Feminino,1991-11-23,2022-12-20,,Ativo,,7,2,48,13
860,MAT00860,Marcos Vinicius Cirino,Masculino,1971-12-20,2024-08-07,,Ativo,,6,2,26,13
861,MAT00861,Olívia da Costa,Feminino,1987-08-06,2020-03-03,,Ativo,,1,2,10,3
862,MAT00862,Kaique Santos,Feminino,1973-02-13,2019-12-13,,Ativo,,5,4,6,7
863,MAT00863,Ravi Araújo,Feminino,1970-05-05,2021-02-17,,Ativo,,5,3,21,10
864,MAT00864,Maria Sophia Leão,Feminino,2005-06-15,2020-11-10,2025-01-31,Desligado,Involuntário,2,1,20,1
865,MAT00865,Vitória Carvalho,Feminino,1985-10-02,2019-09-22,,Ativo,,7,4,79,14
866,MAT00866,Isabelly da Cunha,Feminino,1986-08-26,2025-06-04,,Ativo,,2,3,74,9
867,MAT00867,Lucas Ramos,Feminino,2001-12-11,2022-01-06,,Ativo,,4,6,68,4
868,MAT00868,Rael Freitas,Masculino,1972-02-26,2020-01-24,,Ativo,,5,4,65,3
869,MAT00869,Vitor Gabriel Silveira,Masculino,1971-09-13,2022-08-31,2023-06-05,Desligado,Involuntário,2,2,45,4
870,MAT00870,Benjamim da Mata,Feminino,1984-06-12,2020-05-23,,Ativo,,4,5,38,4
871,MAT00871,Ana Cecília Barbosa,Masculino,1972-08-18,2024-12-07,,Ativo,,2,1,2,2
872,MAT00872,Henrique Mendes,Masculino,1977-04-21,2021-11-18,2025-07-26,Desligado,Voluntário,1,2,80,4
873,MAT00873,Lucas Gabriel da Rosa,Feminino,1985-07-26,2018-06-13,,Ativo,,3,4,15,7
874,MAT00874,Heitor Correia,Masculino,1971-12-10,2020-11-16,,Ativo,,3,4,4,15
875,MAT00875,Srta. Pietra da Cruz,Feminino,1982-09-26,2023-10-19,,Ativo,,6,3,66,8
876,MAT00876,Dra. Gabrielly Gonçalves,Feminino,2003-05-21,2023-06-17,,Ativo,,1,1,25,6
877,MAT00877,Yuri Duarte,Feminino,2000-02-06,2023-10-06,,Ativo,,4,7,69,9
878,MAT00878,Mateus Martins,Feminino,2001-04-22,2018-01-31,,Ativo,,1,1,28,14
879,MAT00879,Maria Alice das Neves,Feminino,1999-04-18,2022-10-04,2025-06-11,Desligado,Voluntário,6,2,10,12
880,MAT00880,Luiz Miguel Moraes,Feminino,2004-08-23,2019-09-22,2023-09-09,Desligado,Voluntário,1,3,5,2
881,MAT00881,Nina Brito,Feminino,2002-03-26,2018-10-28,,Ativo,,1,2,33,9
882,MAT00882,Sra. Luiza Costela,Feminino,1969-04-09,2018-10-16,,Ativo,,5,3,53,7
883,MAT00883,Dr. Noah Aparecida,Feminino,1980-07-11,2023-01-22,,Ativo,,5,5,3,7
884,MAT00884,Hellena Sousa,Feminino,1971-01-21,2019-04-30,,Ativo,,1,1,80,2
885,MAT00885,Antony da Luz,Feminino,2003-12-28,2024-07-26,,Ativo,,6,3,10,6
886,MAT00886,Maria Vitória da Rocha,Feminino,1999-05-26,2023-08-22,,Ativo,,8,5,39,10
887,MAT00887,Gael Henrique Farias,Masculino,1987-08-13,2018-12-21,,Ativo,,4,5,51,14
888,MAT00888,Mateus Nunes,Feminino,2004-08-06,2025-05-30,,Ativo,,8,6,69,4
889,MAT00889,Theo Novaes,Masculino,1980-09-10,2019-07-13,2021-05-23,Desligado,Involuntário,2,4,39,11
890,MAT00890,Maitê da Cunha,Feminino,1982-01-18,2025-04-07,,Ativo,,4,8,72,3
891,MAT00891,Rebeca Marques,Feminino,2003-01-19,2019-05-20,,Ativo,,1,2,77,7
892,MAT00892,Luiz Gustavo Cavalcante,Feminino,1970-02-10,2024-01-10,,Ativo,,6,7,27,12
893,MAT00893,Yago Mendonça,Masculino,1992-07-21,2021-11-09,2024-12-22,Desligado,Voluntário,7,1,19,3
894,MAT00894,Vitor Hugo Ramos,Feminino,1991-10-27,2020-01-24,,Ativo,,1,4,33,4
895,MAT00895,Vinicius Andrade,Masculino,1994-11-26,2019-04-15,,Ativo,,2,2,73,14
896,MAT00896,Benicio Teixeira,Masculino,1970-08-21,2018-08-11,,Ativo,,5,5,71,2
897,MAT00897,Noah Carvalho,Masculino,2001-05-04,2021-04-05,2022-08-12,Desligado,Voluntário,5,3,75,8
898,MAT00898,Isabel Azevedo,Masculino,1983-03-22,2021-09-17,,Ativo,,3,4,31,2
899,MAT00899,Srta. Alexia Cunha,Feminino,2001-04-11,2021-03-13,,Ativo,,7,2,63,8
900,MAT00900,Mirella Freitas,Feminino,1986-12-19,2021-09-06,,Ativo,,1,1,20,10
901,MAT00901,Rodrigo Ribeiro,Feminino,1982-06-14,2024-05-10,,Ativo,,6,2,22,1
902,MAT00902,Allana Abreu,Masculino,1990-04-23,2021-07-06,,Ativo,,2,2,56,5
903,MAT00903,Maria Sophia Albuquerque,Masculino,1997-11-24,2022-01-12,2024-02-20,Desligado,Voluntário,3,2,62,8
904,MAT00904,Vinícius Silveira,Masculino,1983-05-16,2022-12-30,,Ativo,,2,3,71,2
905,MAT00905,Vitor Gabriel da Paz,Masculino,1967-02-27,2019-12-21,,Ativo,,6,4,36,14
906,MAT00906,Theodoro Sampaio,Masculino,1971-04-09,2019-07-28,2020-09-03,Desligado,Involuntário,2,2,10,15
907,MAT00907,Marina Cavalcanti,Feminino,1973-11-01,2018-03-18,,Ativo,,1,2,75,10
908,MAT00908,Calebe Moura,Masculino,1968-04-02,2022-07-18,2025-11-18,Desligado,Voluntário,8,3,34,9
909,MAT00909,Isaque Correia,Feminino,1975-11-25,2024-01-20,,Ativo,,1,3,20,6
910,MAT00910,Valentina da Cunha,Masculino,1991-10-24,2022-05-27,,Ativo,,1,2,38,3
911,MAT00911,Dr. Miguel Barros,Masculino,1973-09-03,2023-03-19,,Ativo,,6,8,51,6
912,MAT00912,Dr. Raul Nunes,Masculino,2005-11-08,2023-08-19,2025-08-06,Desligado,Voluntário,3,3,22,13
913,MAT00913,Henry Gabriel da Rosa,Feminino,1997-08-06,2023-10-07,,Ativo,,3,3,23,10
914,MAT00914,Anna Liz Rezende,Masculino,1996-12-24,2024-05-06,,Ativo,,4,3,62,6
915,MAT00915,Ana Beatriz Borges,Masculino,1991-08-08,2018-06-15,,Ativo,,3,3,9,5
916,MAT00916,Maria Helena Garcia,Feminino,1991-01-22,2022-02-22,2023-07-20,Desligado,Voluntário,2,1,67,15
917,MAT00917,Olívia Araújo,Masculino,1981-08-15,2022-01-19,,Ativo,,7,1,6,1
918,MAT00918,Alexia Sampaio,Feminino,1985-02-23,2025-04-10,,Ativo,,6,3,67,11
919,MAT00919,Bryan Monteiro,Masculino,1989-10-18,2021-01-25,,Ativo,,7,1,73,3
920,MAT00920,Luísa Nunes,Feminino,1981-06-19,2022-03-23,,Ativo,,3,2,10,9
921,MAT00921,Vinícius Aparecida,Feminino,1981-04-17,2020-10-27,,Ativo,,1,3,52,6
922,MAT00922,Heitor Sales,Feminino,1974-08-20,2021-11-14,,Ativo,,5,3,1,9
923,MAT00923,Olívia da Mata,Feminino,1977-03-08,2019-07-24,,Ativo,,4,7,10,9
924,MAT00924,Breno Rodrigues,Masculino,1988-04-05,2025-03-20,,Ativo,,2,2,24,3
925,MAT00925,Yago Nunes,Feminino,1967-12-27,2022-01-23,,Ativo,,6,4,16,11
926,MAT00926,Ana Beatriz Cavalcanti,Masculino,1979-06-24,2020-08-01,,Ativo,,1,2,15,8
927,MAT00927,Sr. Gustavo Henrique Pastor,Feminino,1975-04-19,2023-05-16,,Ativo,,5,3,21,11
928,MAT00928,Miguel Barbosa,Feminino,2004-04-02,2022-08-11,2023-07-28,Desligado,Voluntário,1,3,74,10
929,MAT00929,Enrico Nunes,Feminino,1997-11-17,2019-10-22,,Ativo,,7,2,6,15
930,MAT00930,Mathias Rocha,Masculino,1996-01-06,2024-06-02,,Ativo,,5,7,34,15
931,MAT00931,Luísa Gomes,Masculino,1972-07-20,2020-01-08,,Ativo,,7,4,73,11
932,MAT00932,Srta. Anna Liz Montenegro,Masculino,1987-02-07,2018-03-18,,Ativo,,3,5,58,10
933,MAT00933,Sra. Ana Júlia Brito,Feminino,1975-03-08,2023-04-15,,Ativo,,3,5,53,10
934,MAT00934,Isabel Barbosa,Feminino,1968-03-20,2019-08-08,,Ativo,,6,4,66,5
935,MAT00935,Dr. Luan Alves,Masculino,1984-08-20,2019-11-18,,Ativo,,2,4,76,2
936,MAT00936,Júlia Viana,Feminino,1981-07-05,2020-07-30,,Ativo,,3,4,14,1
937,MAT00937,Rebeca da Conceição,Feminino,1972-09-22,2020-04-08,,Ativo,,2,1,54,14
938,MAT00938,Dr. Pedro Cirino,Masculino,1967-02-06,2019-09-05,,Ativo,,8,7,61,15
939,MAT00939,Maria Helena Barros,Masculino,1967-01-26,2024-11-23,,Ativo,,2,3,69,9
940,MAT00940,Laís da Cruz,Masculino,2000-08-22,2019-04-27,,Ativo,,3,5,17,15
941,MAT00941,Srta. Antonella da Mata,Masculino,1971-01-25,2024-10-07,,Ativo,,1,3,56,9
942,MAT00942,Mateus Silva,Feminino,1982-01-23,2022-09-20,2025-12-08,Desligado,Voluntário,1,4,55,4
943,MAT00943,Daniela Sousa,Feminino,1981-06-19,2023-05-29,,Ativo,,2,2,74,2
944,MAT00944,Luiza Fonseca,Masculino,1997-05-16,2022-10-09,,Ativo,,1,2,30,15
945,MAT00945,Caleb Abreu,Masculino,1987-10-18,2018-12-10,2023-10-08,Desligado,Voluntário,1,2,33,4
946,MAT00946,Pedro Miguel Fonseca,Feminino,2005-10-17,2018-01-23,,Ativo,,4,2,16,9
947,MAT00947,Cauã Cardoso,Feminino,1981-11-07,2018-01-30,,Ativo,,6,8,41,7
948,MAT00948,Francisco Lopes,Feminino,1999-03-14,2022-01-23,,Ativo,,7,4,75,5
949,MAT00949,Sophie Jesus,Feminino,1971-07-19,2020-12-06,,Ativo,,1,2,47,10
950,MAT00950,Apollo Borges,Feminino,1980-04-14,2021-02-02,,Ativo,,4,2,71,13
951,MAT00951,Sr. Luan Gomes,Masculino,1975-03-12,2024-04-02,,Ativo,,1,2,72,9
952,MAT00952,João Vitor Jesus,Feminino,1989-05-19,2023-06-05,,Ativo,,4,3,45,13
953,MAT00953,Antonella Silveira,Feminino,1997-11-04,2022-06-19,,Ativo,,7,2,30,8
954,MAT00954,Isabelly Oliveira,Feminino,1999-04-17,2019-10-25,,Ativo,,3,6,52,13
955,MAT00955,Eloá Rodrigues,Feminino,1970-10-23,2021-10-18,,Ativo,,2,3,7,3
956,MAT00956,Eloá Carvalho,Feminino,2005-02-27,2022-05-13,,Ativo,,3,3,19,8
957,MAT00957,Kevin da Mata,Feminino,1978-02-03,2024-09-24,2025-05-06,Desligado,Voluntário,1,3,29,6
958,MAT00958,Clara Azevedo,Feminino,1967-01-24,2018-11-24,,Ativo,,2,2,50,15
959,MAT00959,Pedro Henrique da Mota,Feminino,1972-05-23,2022-06-30,,Ativo,,4,6,77,1
960,MAT00960,Letícia Mendes,Feminino,1974-08-01,2019-12-19,,Ativo,,1,2,26,14
961,MAT00961,Luiz Miguel da Cunha,Masculino,1972-05-07,2025-05-14,2025-08-20,Desligado,Voluntário,5,3,77,9
962,MAT00962,Thales Peixoto,Masculino,1991-10-06,2023-10-14,,Ativo,,1,3,5,6
963,MAT00963,Fernanda Marques,Feminino,2005-03-03,2020-09-06,,Ativo,,7,2,36,13
964,MAT00964,Davi Luiz da Rosa,Masculino,1983-11-13,2022-06-25,,Ativo,,2,3,52,10
965,MAT00965,Miguel Farias,Masculino,1972-01-24,2020-03-31,,Ativo,,6,3,9,15
966,MAT00966,Maria Helena Farias,Feminino,1970-05-24,2019-01-05,,Ativo,,2,3,72,15
967,MAT00967,Lívia Lopes,Masculino,1983-06-27,2024-07-15,,Ativo,,8,2,36,4
968,MAT00968,Catarina da Rosa,Masculino,1993-08-13,2024-10-19,,Ativo,,6,5,74,1
969,MAT00969,Sr. Rhavi Dias,Feminino,1994-07-17,2020-12-05,,Ativo,,2,2,14,9
970,MAT00970,Miguel Dias,Masculino,1973-05-11,2018-10-24,,Ativo,,3,3,15,13
971,MAT00971,Samuel Oliveira,Masculino,1989-09-27,2023-10-04,,Ativo,,1,4,74,5
972,MAT00972,Luan Garcia,Feminino,1981-10-16,2022-12-19,2025-05-15,Desligado,Involuntário,4,5,32,13
973,MAT00973,Matteo Fonseca,Feminino,1976-11-15,2021-10-23,,Ativo,,7,4,76,14
974,MAT00974,Guilherme Pastor,Feminino,1975-02-09,2018-04-23,,Ativo,,6,3,9,7
975,MAT00975,Emilly Rodrigues,Masculino,1991-11-23,2025-02-08,,Ativo,,1,4,30,13
976,MAT00976,Amanda Siqueira,Masculino,1979-06-17,2021-07-17,,Ativo,,2,3,69,1
977,MAT00977,Giovanna Macedo,Feminino,1990-05-03,2020-12-14,,Ativo,,5,5,52,11
978,MAT00978,Bernardo Vieira,Feminino,2001-09-06,2021-11-01,,Ativo,,6,3,61,6
979,MAT00979,Sara Carvalho,Feminino,1992-10-09,2021-12-19,,Ativo,,4,5,24,12
980,MAT00980,Liz da Costa,Feminino,1974-12-07,2020-02-18,,Ativo,,1,3,31,12
981,MAT00981,Eduardo Silva,Masculino,1989-04-08,2020-09-18,,Ativo,,5,4,26,14
982,MAT00982,Maria Flor Barbosa,Feminino,1983-03-25,2020-10-19,2021-08-23,Desligado,Voluntário,2,2,16,15
983,MAT00983,Pietra Pacheco,Feminino,1974-10-01,2018-11-18,,Ativo,,1,3,70,1
984,MAT00984,Yasmin Montenegro,Masculino,1982-10-11,2023-05-30,,Ativo,,1,2,64,15
985,MAT00985,Sra. Ísis Andrade,Feminino,1988-08-06,2024-06-11,,Ativo,,1,4,66,5
986,MAT00986,Sr. Cauê Vargas,Feminino,1991-10-05,2022-06-18,2023-01-04,Desligado,Voluntário,3,2,68,13
987,MAT00987,Luiz Gustavo Cavalcante,Feminino,1975-09-02,2022-09-30,2025-10-23,Desligado,Involuntário,7,2,45,7
988,MAT00988,Ana Clara Nunes,Masculino,1976-02-23,2019-12-17,,Ativo,,3,5,67,8
989,MAT00989,Maria Liz Sá,Feminino,2005-01-22,2021-07-16,,Ativo,,5,5,27,7
990,MAT00990,Dr. Cauê Albuquerque,Masculino,1999-06-12,2024-07-07,2025-08-14,Desligado,Involuntário,1,2,34,3
991,MAT00991,José Pedro Câmara,Feminino,1989-04-09,2024-02-25,,Ativo,,4,2,61,10
992,MAT00992,Stella Novais,Feminino,1982-03-16,2021-11-06,,Ativo,,5,5,55,4
993,MAT00993,Hellena Machado,Masculino,1982-06-28,2022-09-13,,Ativo,,1,3,52,5
994,MAT00994,Dr. Ravi Vargas,Masculino,1994-10-05,2023-01-21,,Ativo,,1,2,74,11
995,MAT00995,Sarah Cassiano,Feminino,1999-12-09,2020-07-25,,Ativo,,1,1,31,9
996,MAT00996,Sr. Rodrigo Caldeira,Masculino,1981-04-05,2022-11-06,,Ativo,,2,1,20,8
997,MAT00997,Oliver Barros,Feminino,1994-07-16,2018-02-09,,Ativo,,8,4,18,15
998,MAT00998,Diego Ferreira,Feminino,1972-09-24,2025-01-27,,Ativo,,4,3,41,13
999,MAT00999,Luigi Marques,Feminino,1986-05-18,2023-06-17,,Ativo,,2,1,73,1
1000,MAT01000,Vicente Mendes,Feminino,1999-12-06,2022-06-20,,Ativo,,1,4,8,4
1001,MAT01001,Dr. Calebe Macedo,Masculino,1975-11-04,2020-11-07,,Ativo,,7,4,58,12
1002,MAT01002,Dra. Milena Dias,Masculino,1989-06-12,2021-10-02,,Ativo,,2,2,72,9
1003,MAT01003,Kaique Aparecida,Feminino,1983-01-14,2020-11-21,2021-10-25,Desligado,Voluntário,5,4,45,14
1004,MAT01004,Srta. Alícia Fernandes,Masculino,1993-10-19,2024-10-16,,Ativo,,4,5,69,3
1005,MAT01005,Bianca Rocha,Masculino,1983-06-22,2021-03-11,,Ativo,,7,2,66,8
1006,MAT01006,Joaquim Moreira,Feminino,2000-07-20,2023-01-05,,Ativo,,1,1,37,8
1007,MAT01007,Yuri Castro,Feminino,1996-03-21,2025-01-31,,Ativo,,4,6,44,7
1008,MAT01008,Dr. Ravi da Conceição,Masculino,1969-07-28,2025-01-29,,Ativo,,8,2,10,2
1009,MAT01009,Ester Cirino,Masculino,1984-04-11,2019-10-26,2023-08-13,Desligado,Voluntário,4,2,38,12
1010,MAT01010,Marina Gonçalves,Masculino,1967-11-13,2020-12-31,,Ativo,,4,3,35,15
1011,MAT01011,Gael Henrique Machado,Feminino,1982-12-19,2022-12-28,,Ativo,,1,2,67,8
1012,MAT01012,Mariane Gomes,Masculino,1995-03-28,2022-08-23,,Ativo,,2,3,3,3
1013,MAT01013,Heitor Costela,Masculino,1989-12-23,2020-08-19,,Ativo,,4,5,11,4
1014,MAT01014,Benício Oliveira,Feminino,1980-02-04,2019-11-15,,Ativo,,3,2,9,15
1015,MAT01015,Vitor Gabriel Cirino,Feminino,1970-01-01,2023-04-23,2025-09-18,Desligado,Voluntário,2,4,51,9
1016,MAT01016,Dr. Gael Henrique Marques,Masculino,1999-05-20,2018-12-07,,Ativo,,6,5,20,2
1017,MAT01017,João Rios,Feminino,1981-05-08,2025-05-06,,Ativo,,2,3,32,12
1018,MAT01018,Vitória Porto,Masculino,1977-11-05,2021-03-09,2022-03-02,Desligado,Voluntário,7,2,68,14
1019,MAT01019,Dr. Matteo Pastor,Feminino,2004-01-22,2019-11-30,,Ativo,,2,1,46,14
1020,MAT01020,Luiz Fernando Fogaça,Feminino,1975-08-28,2021-08-25,,Ativo,,1,3,70,15
1021,MAT01021,Emanuella Rocha,Feminino,1970-08-05,2021-01-20,2025-03-18,Desligado,Involuntário,2,2,70,3
1022,MAT01022,Sra. Antonella Rocha,Masculino,1967-08-21,2024-08-17,,Ativo,,2,3,73,7
